refname,colonisz,invasd,total,alien,nonnative,neobiota,nonindigenous,introduced,naturalized,weed,pest,exotic,n_obs,refnum,invasive_species,trophic_invader,response_var,habitat_type,study_type,citations,fund_NSF,fund_FWS,fund_NOAA,fund_EPA,fund_USDA,fund_conserv,Funding.Sources,Funding.notes,Journal,journal_category,pubyear,impactfactor,impactfactor_year,lastauth_country,carp,zebra_mussel,phragmites,spartina,last_author_region,same_first_author,last_author_english,yi,vi,control_type,dataset,NMDS1full_text,NMDS2full_text,FWS_NOAA,EPA_USDA_conserv,citationsyr,sentiment
cardona2006,0,0,2624,0,0,0,0,0.000381098,0,0,0,0.000381098,2,30,Gambusia holbrooki,Omnivore,Abundance,Lake,Manipulative,14,0,0,0,0,0,0,none,none indicated in acknowledgments ,Biological Invasions,Invasions,2006,2.531,2006,Spain,0,0,0,0,Europe,cardona,0,-0.243333333,0.707106781,NA,gallardo,-1.011332996,0.357405714,0,0,1.333333333,-0.00654072
cardona2006,0,0,2624,0,0,0,0,0.000381098,0,0,0,0.000381098,1,30,Gambusia holbrooki,Omnivore,Physiochemistry,Lake,Manipulative,14,0,0,0,0,0,0,none,none indicated in acknowledgments ,Biological Invasions,Invasions,2006,2.531,2006,Spain,0,0,0,0,Europe,cardona,0,1.9,1.44,NA,gallardo,-1.011332996,0.357405714,0,0,1.333333333,-0.00654072
carlsson2004,0,0.000422833,2365,0,0,0,0,0.001691332,0,0,0.000422833,0.002114165,2,31,Pomacea canaliculata,Omnivore,Abundance,Lake,Manipulative,226,1,0,0,0,1,1,"grants from: (1) Swedish International Development Cooperation Agency, (2) the Swedish Research Council, and (3) the Swedish Research Council for Environment, Agri- cultural Sciences and Spatial Planning",,Ecology,General,2004,4.104,2004,Sweden,0,0,0,0,Europe,carlsson,0,-0.554626866,0.392466369,NA,gallardo,-0.166378672,0.371876247,0,1,18.08,0.099886482
carlsson2004,0,0.000422833,2365,0,0,0,0,0.001691332,0,0,0.000422833,0.002114165,2,31,Pomacea canaliculata,Omnivore,Abundance,Lake,Observational,226,1,0,0,0,1,1,"grants from: (1) Swedish International Development Cooperation Agency, (2) the Swedish Research Council, and (3) the Swedish Research Council for Environment, Agri- cultural Sciences and Spatial Planning",,Ecology,General,2004,4.104,2004,Sweden,0,0,0,0,Europe,carlsson,0,-0.029425982,0.623555733,NA,gallardo,-0.166378672,0.371876247,0,1,18.08,0.099886482
carlsson2004,0,0.000422833,2365,0,0,0,0,0.001691332,0,0,0.000422833,0.002114165,1,31,Pomacea canaliculata,Omnivore,Diversity,Lake,Observational,226,1,0,0,0,1,1,"grants from: (1) Swedish International Development Cooperation Agency, (2) the Swedish Research Council, and (3) the Swedish Research Council for Environment, Agri- cultural Sciences and Spatial Planning",,Ecology,General,2004,4.104,2004,Sweden,0,0,0,0,Europe,carlsson,0,-1.41,0.53,NA,gallardo,-0.166378672,0.371876247,0,1,18.08,0.099886482
carlsson2004,0,0.000422833,2365,0,0,0,0,0.001691332,0,0,0.000422833,0.002114165,2,31,Pomacea canaliculata,Omnivore,Physiochemistry,Lake,Observational,226,1,0,0,0,1,1,"grants from: (1) Swedish International Development Cooperation Agency, (2) the Swedish Research Council, and (3) the Swedish Research Council for Environment, Agri- cultural Sciences and Spatial Planning",,Ecology,General,2004,4.104,2004,Sweden,0,0,0,0,Europe,carlsson,0,1.253529412,0.502542555,NA,gallardo,-0.166378672,0.371876247,0,1,18.08,0.099886482
carvalho2016,0.000214546,0.002145462,4661,0.000643639,0.000429092,0,0,0.000643639,0,0,0,0,2,226,Procambarus clarkii,Omnivore,Abundance,River,Manipulative,2,1,0,0,0,0,0,"(1) European Regional Development Fund äóî Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0,-1.492627054,0.565353181,no species,new,-0.055494088,0.048688102,0,0,4,0.051148694
carvalho2016,0.000214546,0.002145462,4661,0.000643639,0.000429092,0,0,0.000643639,0,0,0,0,2,226,Procambarus clarkii,Omnivore,Diversity,River,Manipulative,2,1,0,0,0,0,0,"(1) European Regional Development Fund äóî Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0,-1.217466987,0.55284582,no species,new,-0.055494088,0.048688102,0,0,4,0.051148694
carvalho2016,0.000214546,0.002145462,4661,0.000643639,0.000429092,0,0,0.000643639,0,0,0,0,1,226,Procambarus clarkii,Omnivore,Physiochemistry,River,Mesocosm,2,1,0,0,0,0,0,"(1) European Regional Development Fund äóî Operational Competi- tiveness Program (FEDER-POFC-COMPETE) and (2) the Portuguese Foun- dation for Science and Technology (FCT) supported this study (PEst-C/ BIA/UI4050/2014, PTDC/AAC-AMB/117068/2010)",,Science of the Total Environment,General,2016,3.976,2015,Portugal,0,0,0,0,Europe,carvalho,0,4.440186705,1.732203623,native species,new,-0.055494088,0.048688102,0,0,4,0.051148694
chan2013,0,0.002578058,3491,0,0,0,0,0.000286451,0.000286451,0,0,0.000572902,4,32,Nuttallia obscurata,Filter-collector,Physiochemistry,Estuary,Manipulative,3,1,0,0,0,0,0,NSERC Strategic Grant (CHONe),,Journal of Experimental Marine Biology and Ecology,Ecosystem,2013,2.475,2013,Canada,0,0,0,0,North America,chan,1,0.765744086,0.479305202,NA,gallardo,-0.064847744,-0.193009078,0,0,0.857142857,0.04899716
chen2007,0.000257467,0.003089598,3884,0,0,0,0,0.001029866,0,0.000257467,0,0.001544799,6,34,Spartina alterniflora,Primary-producer,Physiochemistry,Estuary,Manipulative,41,1,0,0,0,0,0,"(1) NSFC funds (30570299 and 30370285), (2) the Science and Technology Department of Shanghai (04QMX1405 and 04DZ19301), and (3) the Ministry of Education (NCET-04-0360, 105063).",,Marine Ecology Progress Series,Ecosystem,2007,2.546,2012,China,0,0,0,1,Asia,chen_b,0,0.118984383,0.344837267,NA,gallardo,0.543648063,-0.029519061,0,0,4.315789474,0.046236834
chen2009,0,0.007655231,3527,0,0,0,0,0.000283527,0,0,0,0.001134108,1,33,Spartina alterniflora,Primary-producer,Abundance,Estuary,Observational,25,1,0,0,0,0,0,"(1) NSFC fund (40876044), (2) Ministry of Science and Technology of China (2006BAC01A14), and (3) Science and Technology Department of Shanghai (072312032, 06DZ12302 and 08231200705)",,"Estuarine, Coastal and Shelf Science",Ecosystem,2009,1.97,2009,China,0,0,0,1,Asia,chen_a,0,-0.47,0.39,NA,gallardo,0.67928107,0.006155473,0,0,3.333333333,0.001791424
chen2015,0.000180018,0.001980198,5555,0.000720072,0,0,0,0.000720072,0,0,0,0.003420342,3,227,Sonneratia apetala,Primary-producer,Physiochemistry,Estuary,Observational,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,0,Asia,chen_c,0,2.160338094,0.391483462,native species,new,0.251444678,0.261632387,0,0,4.666666667,0.087594815
chen2015,0.000180018,0.001980198,5555,0.000720072,0,0,0,0.000720072,0,0,0,0.003420342,3,227,Spartina alterniflora,Primary-producer,Physiochemistry,Estuary,Observational,7,1,0,0,0,0,0,National Natural Science Foundation of China (Grant No. 41276077 and 41076049),,Science of the Total Environment,General,2015,3.976,2015,China,0,0,0,1,Asia,chen_c,0,0.597836178,0.327992717,native species,new,0.251444678,0.261632387,0,0,4.666666667,0.087594815
cheruvelil2002,0,0,4080,0,0,0,0,0.000490196,0,0,0,0.000490196,2,35,Myriophyllum spicatum,Primary-producer,Abundance,Lake,Observational,122,0,0,0,1,1,1,"(1) USE- PA STAR Fellowships (U-915342-01-0, U- 91595801-0), (2) grants from Michigan State University Agricultural Experimental Station and (3) Michigan State University Extension, and (4) the Aquatic Ecosystem Restoration Foundation, (5) the US Army Corps of Engineers Aquatic Plant Control Research Program.",,North American Benthological Society,Ecosystem,2002,2.077,2002,USA,0,0,0,0,North America,cheruvelil,1,-0.763333333,0.476095229,NA,gallardo,-0.866386613,0.389405527,0,1,8.413793103,0.095856629
cheruvelil2002,0,0,4080,0,0,0,0,0.000490196,0,0,0,0.000490196,1,35,Myriophyllum spicatum,Primary-producer,Diversity,Lake,Observational,122,0,0,0,1,1,1,"(1) USE- PA STAR Fellowships (U-915342-01-0, U- 91595801-0), (2) grants from Michigan State University Agricultural Experimental Station and (3) Michigan State University Extension, and (4) the Aquatic Ecosystem Restoration Foundation, (5) the US Army Corps of Engineers Aquatic Plant Control Research Program.",,North American Benthological Society,Ecosystem,2002,2.077,2002,USA,0,0,0,0,North America,cheruvelil,1,-1.39,0.39,NA,gallardo,-0.866386613,0.389405527,0,1,8.413793103,0.095856629
cheruvelil2002,0,0,4080,0,0,0,0,0.000490196,0,0,0,0.000490196,2,35,Myriophyllum spicatum,Primary-producer,Physiochemistry,Lake,Observational,122,0,0,0,1,1,1,"(1) USE- PA STAR Fellowships (U-915342-01-0, U- 91595801-0), (2) grants from Michigan State University Agricultural Experimental Station and (3) Michigan State University Extension, and (4) the Aquatic Ecosystem Restoration Foundation, (5) the US Army Corps of Engineers Aquatic Plant Control Research Program.",,North American Benthological Society,Ecosystem,2002,2.077,2002,USA,0,0,0,0,North America,cheruvelil,1,-0.478219178,0.602733499,NA,gallardo,-0.866386613,0.389405527,0,1,8.413793103,0.095856629
coetzee2014,0,0.005531653,3254,0,0,0,0,0.000307314,0,0.001229256,0,0,1,36,Eichhornia crassipes,Primary-producer,Abundance,Lake,Observational,7,0,0,0,0,0,1,Working for Water programme of the Department of Environmental Affairs,,Biodiversity and Conservation,Conservation,2014,2.365,2014,South Africa,0,0,0,0,Africa,coetzee,1,-2.92,1.08,NA,gallardo,0.40645167,-0.462644381,0,1,2.8,0.085034059
cook2014,0,0.003342386,4787,0,0.000208899,0,0,0.000835596,0,0.000208899,0.000208899,0,1,223,Chrysanthmum coronarium,Primary-producer,Abundance,Lake,Observational,1,0,0,1,0,0,0,"NOAA Grant Nos. NA08OAR4170669 and NA10OAR4170060, California Sea Grant Project R/ENV-209, including an Isaacäó»s Marine Undergraduate Research Scholarship, through NOAAäó»s National Sea Grant College Program, US Department of Commerce",,Biological Invasions,Invasions,2014,2.586,2014,USA,0,0,0,0,North America,cook,1,-1.351665447,0.272972208,native species,new,0.776790062,0.091567908,1,0,0.4,0.08104668
cook2014,0,0.003342386,4787,0,0.000208899,0,0,0.000835596,0,0.000208899,0.000208899,0,2,223,Chrysanthmum coronarium,Primary-producer,Diversity,Lake,Observational,1,0,0,1,0,0,0,"NOAA Grant Nos. NA08OAR4170669 and NA10OAR4170060, California Sea Grant Project R/ENV-209, including an Isaacäó»s Marine Undergraduate Research Scholarship, through NOAAäó»s National Sea Grant College Program, US Department of Commerce",,Biological Invasions,Invasions,2014,2.586,2014,USA,0,0,0,0,North America,cook,1,0.206377313,0.334994104,native species,new,0.776790062,0.091567908,1,0,0.4,0.08104668
crawford2006,0,0.000686342,2914,0,0.000343171,0,0,0.002745367,0,0,0,0,1,37,Pacifastacus leniusculus,Omnivore,Abundance,River,Observational,60,0,0,0,0,0,0,none,United Clyde Angling Protective Association Ltd. (not sure if financial or otherwise) p.620,Aquatic Conservation: Marine and Freshwater Ecosystems,Conservation,2006,1.213,2006,UK,0,0,0,0,Europe,crawford,1,-0.17,0.28,NA,gallardo,-0.226189045,0.563202948,0,0,5.714285714,0.077234175
crawford2006,0,0.000686342,2914,0,0.000343171,0,0,0.002745367,0,0,0,0,2,37,Pacifastacus leniusculus,Omnivore,Diversity,River,Observational,60,0,0,0,0,0,0,none,United Clyde Angling Protective Association Ltd. (not sure if financial or otherwise) p.621,Aquatic Conservation: Marine and Freshwater Ecosystems,Conservation,2006,1.213,2006,UK,0,0,0,0,Europe,crawford,1,-0.434210526,0.377433624,NA,gallardo,-0.226189045,0.563202948,0,0,5.714285714,0.077234175
cushman2010,0.000461361,0.006459054,4335,0,0.000230681,0,0,0.000461361,0,0,0,0.009457901,2,38,Arundo donax,Primary-producer,Diversity,River,Observational,42,0,1,0,0,0,0,(1) Sonoma County CA Water Agencyäó»s Fisheries Enhancement Program and (2) the Switzer Foundation,,Biological Invasions,Invasions,2010,3.474,2010,USA,0,0,0,0,North America,cushman,1,-1.831304348,0.421178471,NA,gallardo,0.790947116,0.003508523,1,0,6.461538462,0.127728477
cushman2010,0.000461361,0.006459054,4335,0,0.000230681,0,0,0.000461361,0,0,0,0.009457901,1,38,Vinca major,Primary-producer,Diversity,River,Observational,42,0,1,0,0,0,0,(1) Sonoma County CA Water Agencyäó»s Fisheries Enhancement Program and (2) the Switzer Foundation,,Biological Invasions,Invasions,2010,3.474,2010,USA,0,0,0,0,North America,cushman,1,-9.11,2.75,NA,gallardo,0.790947116,0.003508523,1,0,6.461538462,0.127728477
cutajar2012,0,0.001186843,5898,0.000847745,0.000508647,0,0,0.000169549,0,0,0,0.000339098,3,39,Spartina anglica,Primary-producer,Abundance,Estuary,Observational,9,0,0,0,0,0,0,NA,,Marine Ecology Progress Series,Ecosystem,2012,2.546,2012,Australia,0,0,0,1,Australia and New Zealand,cutajar,1,-0.441521145,0.432656038,NA,gallardo,0.477119246,0.098705094,0,0,2,0.081874033
cutajar2012,0,0.001186843,5898,0.000847745,0.000508647,0,0,0.000169549,0,0,0,0.000339098,4,39,Spartina anglica,Primary-producer,Diversity,Estuary,Observational,9,0,0,0,0,0,0,NA,,Marine Ecology Progress Series,Ecosystem,2012,2.546,2012,Australia,0,0,0,1,Australia and New Zealand,cutajar,1,-1.848726158,0.432954609,NA,gallardo,0.477119246,0.098705094,0,0,2,0.081874033
cutajar2012,0,0.001186843,5898,0.000847745,0.000508647,0,0,0.000169549,0,0,0,0.000339098,2,39,Spartina anglica,Primary-producer,Physiochemistry,Estuary,Observational,9,0,0,0,0,0,0,NA,,Marine Ecology Progress Series,Ecosystem,2012,2.546,2012,Australia,0,0,0,1,Australia and New Zealand,cutajar,1,-0.592022472,0.469281066,NA,gallardo,0.477119246,0.098705094,0,0,2,0.081874033
destasio2014,0,0,4971,0,0.000201167,0,0,0,0,0,0,0,6,224,Dreissena polymorpha,Filter-collector,Abundance,Lake,Observational,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1,0.746639459,0.273171316,before-after invasion,new,0.571831334,-0.666381615,1,0,1.6,0.140435654
destasio2014,0,0,4971,0,0.000201167,0,0,0,0,0,0,0,5,224,Dreissena polymorpha,Filter-collector,Physiochemistry,Lake,Observational,4,0,0,1,0,0,0,"National Sea Grant College Program, National Oceanic and Atmospheric Administration, U.S. Department of Commerce, and from the State of Wisconsin (Federal grant number: NA16RG2257, project number: R/LR-93)",,Diversity and Distributions,Invasions,2014,0.84,2014,USA,0,1,0,0,North America,destasio,1,-1.023086949,0.275107214,before-after invasion,new,0.571831334,-0.666381615,1,0,1.6,0.140435654
dommanget2014,0,0.002655539,5272,0.000189681,0,0,0,0.000379363,0,0.000379363,0,0.000758725,2,228,Fallopia japonica,Primary-producer,Physiochemistry,River,Manipulative,10,0,0,0,1,1,0,National Research Institute of Science and Technology for Environment and Agriculture (Irstea).,,Journal of Environmental Management,Conservation,2014,2.723,2014,France,0,0,0,0,Europe,dommanget,0,-0.173923793,0.451425695,no species,new,0.263726641,-0.043168954,0,1,4,0.072874038
douglas2003,0,0,3267,0,0,0,0,0.000612182,0,0.001836547,0,0.001530456,1,40,Urochloa mutica,Primary-producer,Abundance,River,Observational,51,0,0,0,0,0,1,(1) R & D Program and (2) NTU project grant.,Environment Australia and Land and Water Australia National Wetlands,Freshwater Biology,Ecosystem,2003,1.936,2003,Australia,0,0,0,0,Australia and New Zealand,douglas,1,-0.36,0.52,NA,gallardo,-0.263021134,0.091678273,0,1,3.777777778,0.109613606
douglas2003,0,0,3267,0,0,0,0,0.000612182,0,0.001836547,0,0.001530456,1,40,Urochloa mutica,Primary-producer,Diversity,River,Observational,51,0,0,0,0,0,1,(1) R & D Program and (2) NTU project grant.,Environment Australia and Land and Water Australia National Wetlands,Freshwater Biology,Ecosystem,2003,1.936,2003,Australia,0,0,0,0,Australia and New Zealand,douglas,1,-0.32,0.51,NA,gallardo,-0.263021134,0.091678273,0,1,3.777777778,0.109613606
driver2005,0,0,3722,0,0,0,0,0,0,0,0,0,4,41,Cyprinus carpio,Omnivore,Abundance,Lake,Manipulative,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv fí_r Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1,0.656818166,0.32047829,NA,gallardo,-1.360128034,0.303444375,1,0,4.608695652,0.038794014
driver2005,0,0,3722,0,0,0,0,0,0,0,0,0,10,41,Cyprinus carpio,Omnivore,Physiochemistry,Lake,Manipulative,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv fí_r Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1,0.910893128,0.212124845,NA,gallardo,-1.360128034,0.303444375,1,0,4.608695652,0.038794014
dzialowski2013,0,0.001359804,3677,0,0,0,0,0,0,0,0,0,2,42,Dreissena polymorpha,Filter-collector,Abundance,Lake,Mesocosm,2,0,1,0,0,0,0,US Fish and Wildlife Service,"Says ""funded in part"" but does not mention other sources",Freshwater Science,Ecosystem,2013,1.423,2013,USA,0,1,0,0,North America,dzialowski,1,-0.111549296,0.421265698,NA,gallardo,0.025325392,-0.625287639,1,0,0.571428571,0.114982907
effler2004,0,0.001605731,8096,0,0,0,0,0,0,0,0,0.000123518,1,43,Dreissena polymorpha,Filter-collector,Abundance,River,Observational,21,0,0,0,0,0,0,None listed,,Journal of the American Water Resources Association,Conservation,2004,0.615,2004,USA,0,1,0,0,North America,effler,1,-4.94,0.85,NA,gallardo,0.476883476,-0.695812171,0,0,1.68,0.078270157
effler2004,0,0.001605731,8096,0,0,0,0,0,0,0,0,0.000123518,3,43,Dreissena polymorpha,Filter-collector,Physiochemistry,River,Observational,21,0,0,0,0,0,0,None listed,,Journal of the American Water Resources Association,Conservation,2004,0.615,2004,USA,0,1,0,0,North America,effler,1,-0.802993988,0.335166635,NA,gallardo,0.476883476,-0.695812171,0,0,1.68,0.078270157
ercoli2015a,0,0.004137931,3625,0,0.002482759,0,0,0.00137931,0,0,0,0.000275862,1,183,Pacifastacus leniusculus,Omnivore,Abundance,Lake,Observational,5,0,0,0,0,0,0,the Maj and Tor Nessling Foundation; the Finnish Cultural Foundation.,,Freshwater Science,Ecosystem,2015,2.433,2015,Finland,0,0,0,0,Europe,ercoli,0,-0.491549619,0.257550657,uninvaded,new,0.566146573,0.343598458,0,0,3.333333333,0.153322817
ercoli2015a,0,0.004137931,3625,0,0.002482759,0,0,0.00137931,0,0,0,0.000275862,2,183,Pacifastacus leniusculus,Omnivore,Diversity,Lake,Observational,5,0,0,0,0,0,0,the Maj and Tor Nessling Foundation; the Finnish Cultural Foundation.,,Freshwater Science,Ecosystem,2015,2.433,2015,Finland,0,0,0,0,Europe,ercoli,0,-1.425600581,0.400780981,uninvaded,new,0.566146573,0.343598458,0,0,3.333333333,0.153322817
ercoli2015b,0,0.002626395,3046,0,0.001641497,0,0,0.002626395,0,0,0,0,2,184,Pacifastacus leniusculus,Omnivore,Abundance,Lake,Observational,2,0,0,0,0,0,0,the Maj and Tor Nessling Foundation; the Finnish Cultural Foundation.,,Freshwater Biology,Ecosystem,2015,2.933,2015,Finland,0,0,0,0,Europe,ercoli,0,-0.475144313,0.366077893,uninvaded,new,0.376604032,0.402587104,0,0,1.333333333,0.162475743
ercoli2015b,0,0.002626395,3046,0,0.001641497,0,0,0.002626395,0,0,0,0,2,184,Pacifastacus leniusculus,Omnivore,Diversity,Lake,Observational,2,0,0,0,0,0,0,the Maj and Tor Nessling Foundation; the Finnish Cultural Foundation.,,Freshwater Biology,Ecosystem,2015,2.933,2015,Finland,0,0,0,0,Europe,ercoli,0,-2.325199224,0.457961319,uninvaded,new,0.376604032,0.402587104,0,0,1.333333333,0.162475743
eyre2011,0.000164204,0.000164204,6090,0,0,0,0,0,0,0,0,0,2,44,Caulerpa taxifolia,Primary-producer,Physiochemistry,Estuary,Observational,20,1,0,0,0,0,0,(1) New South Wales Department of Primary Industries and (2) Australian Research Council Discovery Grants (DP0878683) (DP0878568),,Limnology and Oceanography,General,2011,3.416,2011,Australia,0,0,0,0,Australia and New Zealand,eyre,1,1.723103448,0.807294332,NA,gallardo,-0.17592589,-0.7186011,0,0,3.636363636,0.107588976
farnsworth1999,0,0.000492247,4063,0,0,0,0,0.000246124,0,0,0,0,1,45,Phragmites australis,Primary-producer,Diversity,Lake,Observational,53,0,0,0,1,0,1,"(1) The Nature Conservancy, (2) the Connecticut Department of Environmental Protection (DEP), (3) the Natural Diversity Database of Connecticut (DEP)",Does not explicitly say they funded project,Biological Invasions,Invasions,1999,2.531,2006,USA,0,0,1,0,North America,farnsworth,1,-6.38,0.52,NA,gallardo,-0.214411621,0.071036608,0,1,3.028571429,0.05559064
ferrareze2015,0,0.000716846,2790,0.000358423,0.001792115,0,0,0.000716846,0,0,0,0.001433692,2,185,Cichla kelberi,Predator,Abundance,River,Observational,0,1,0,0,0,0,0,CNPq; Duke Energy International Geraí_í£o Paranapanema; Fundaí_í£o do Instituto de BiociíÈncias,,Brazilian Journal of Biology,General,2015,0.559,2015,Brazil,0,0,0,0,Central and South America,ferrareze,0,-0.920412612,0.473040022,before-after invasion,new,-0.036255994,0.444589616,0,0,0,0.191150407
ferrareze2015,0,0.000716846,2790,0.000358423,0.001792115,0,0,0.000716846,0,0,0,0.001433692,2,185,Cichla kelberi,Predator,Diversity,River,Observational,0,1,0,0,0,0,0,CNPq; Duke Energy International Geraí_í£o Paranapanema; Fundaí_í£o do Instituto de BiociíÈncias,,Brazilian Journal of Biology,General,2015,0.559,2015,Brazil,0,0,0,0,Central and South America,ferrareze,0,0.03351268,0.447967083,before-after invasion,new,-0.036255994,0.444589616,0,0,0,0.191150407
fickbohm2006,0,0.001495726,4680,0,0,0,0,0.000213675,0,0,0,0.001709402,1,46,Lythrum salicaria,Primary-producer,Physiochemistry,Lake,Observational,32,1,0,0,0,0,0,State University of New York Research Foundation,,Applied Soil Ecology,General,2006,1.929,2006,USA,0,0,0,0,North America,fickbohm,1,5.39,2.71,NA,gallardo,0.073507998,-0.061234646,0,0,3.047619048,0.108675054
figueredo2005,0,0.000224871,4447,0,0,0,0,0.000449741,0,0,0,0.000449741,1,47,Oreochromis niloticus,Omnivore,Abundance,Lake,Manipulative,124,1,0,0,0,0,0,(1) FAPEMIG (FundacŒŸaèìo de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais EleŒÇtricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0,7.54,57.81,NA,gallardo,-0.875171564,0.209476595,0,0,10.7826087,0.162289214
figueredo2005,0,0.000224871,4447,0,0,0,0,0.000449741,0,0,0,0.000449741,4,47,Oreochromis niloticus,Omnivore,Physiochemistry,Lake,Manipulative,124,1,0,0,0,0,0,(1) FAPEMIG (FundacŒŸaèìo de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais EleŒÇtricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0,2.735776056,1.604441877,NA,gallardo,-0.875171564,0.209476595,0,0,10.7826087,0.162289214
findlay2003,0,0.002382844,3777,0,0,0,0,0,0,0,0,0.001059042,1,48,Phragmites australis,Primary-producer,Abundance,River,Observational,51,0,0,1,0,0,0,(1) NOAA (NA57OR0528) (2) NY Sea Grant R/CMB-18),,Wetlands Ecology and Management,Conservation,2003,1.43,2011,USA,0,0,1,0,North America,findlay,1,2.39,1.9,NA,gallardo,-0.130986161,-0.378848769,1,0,3.777777778,-0.006313068
findlay2003,0,0.002382844,3777,0,0,0,0,0,0,0,0,0.001059042,2,48,Phragmites australis,Primary-producer,Physiochemistry,River,Observational,51,0,0,1,0,0,0,(1) NOAA (NA57OR0528) (2) NY Sea Grant R/CMB-18),,Wetlands Ecology and Management,Conservation,2003,1.43,2011,USA,0,0,1,0,North America,findlay,1,-0.303305785,0.546816482,NA,gallardo,-0.130986161,-0.378848769,1,0,3.777777778,-0.006313068
fischer2013,0,0.000996413,5018,0,0,0,0,0.000199283,0,0.000398565,0,0,12,49,Cyprinus carpio,Omnivore,Abundance,Lake,Mesocosm,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1,-0.151042599,0.249641895,NA,gallardo,-0.273982168,0.180428346,1,1,14.57142857,-0.013506649
fischer2013,0,0.000996413,5018,0,0,0,0,0.000199283,0,0.000398565,0,0,7,49,Cyprinus carpio,Omnivore,Physiochemistry,Lake,Mesocosm,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1,1.656423204,0.371475552,NA,gallardo,-0.273982168,0.180428346,1,1,14.57142857,-0.013506649
foster2009,0,0.001124227,5337,0,0,0,0,0.000374742,0,0,0,0,2,50,Bythotrephes longimanus,Predator,Abundance,Lake,Observational,36,1,0,0,0,0,0,Natural Sciences and Engineering Research Council Discovery grant,,Limnology and Oceanography,General,2009,3.545,2009,Canada,0,0,0,0,North America,foster,1,-0.43,0.486055552,NA,gallardo,0.685212181,-0.285944933,0,0,4.8,0.040285
foster2009,0,0.001124227,5337,0,0,0,0,0.000374742,0,0,0,0,2,50,Bythotrephes longimanus,Predator,Physiochemistry,Lake,Observational,36,1,0,0,0,0,0,Natural Sciences and Engineering Research Council Discovery grant,,Limnology and Oceanography,General,2009,3.545,2009,Canada,0,0,0,0,North America,foster,1,-0.498166667,0.54398223,NA,gallardo,0.685212181,-0.285944933,0,0,4.8,0.040285
gagnonlupien2015,0,0.003790146,5013,0,0,0,0,0,0,0,0,0.000598444,3,186,Phragmites australis,Primary-producer,Abundance,Estuary,Observational,4,1,1,0,0,0,0,the Natural Sciences and Engineering Research Council of Canada; the Fonds de recherche du Quí©bec äóñ Nature et technologie; the Canadian Wildlife Service and Ducks Unlimited Canada,,Animal Conservation,Conservation,2015,2.788,2015,Canada,0,0,1,0,North America,gagnonlupien,1,-0.139766949,0.429454751,uninvaded,new,0.251918943,-0.41258627,1,0,2.666666667,0.079114672
