sort_num,refnum,refname,invasive_species,trophic_invader,response_var,response_fxnlgrp,habitat_type,study_type,es_num,es_num2,smd,var,SMD calculation notes,citations,fund_NSF,fund_FWS,fund_NOAA,fund_EPA,fund_USDA,fund_conserv,Funding Sources,Funding notes,Journal,journal_category,pubyear,impactfactor,impactfactor_year,lastauth_country,carp,zebra_mussel,phragmites,spartina,last_author_region,same_first_author,last_author_english
199,41,driver2005,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,89,70,1.11,0.45,,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv für Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1
200,41,driver2005,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,89,70,0.47,0.39,,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv für Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1
201,41,driver2005,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,89,70,2.31,0.7,,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv für Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1
202,41,driver2005,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,89,70,1.04,0.44,,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv für Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1
193,41,driver2005,Cyprinus carpio,Omnivore,Physiochemistry,Turbidity,Lake,Manipulative,90,70,1.11,0.33,,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv für Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1
194,41,driver2005,Cyprinus carpio,Omnivore,Physiochemistry,Turbidity,Lake,Manipulative,90,70,0.52,0.31,,53,0,1,0,0,0,0,"(1) Cooperative Research Centre for Freshwater Ecology (CRCFE), (2) University of Canberra (UC), (3) La Trobe University, (4) the New South Wales Fisheries Research Institute (FRI)",,Archiv für Hydrobiologie ,Ecosystem,2005,1.324,2005,Australia,1,0,0,0,Australia and New Zealand,driver,1
90,42,dzialowski2013,Dreissena polymorpha,Filter-collector,Abundance,Zooplankton,Lake,Mesocosm,91,71,-0.72,0.36,,2,0,1,0,0,0,0,US Fish and Wildlife Service,"Says ""funded in part"" but does not mention other sources",Freshwater Science,Ecosystem,2013,1.423,2013,USA,0,1,0,0,North America,dzialowski,1
91,42,dzialowski2013,Dreissena polymorpha,Filter-collector,Abundance,Zooplankton,Lake,Mesocosm,91,71,0.48,0.35,,2,0,1,0,0,0,0,US Fish and Wildlife Service,"Says ""funded in part"" but does not mention other sources",Freshwater Science,Ecosystem,2013,1.423,2013,USA,0,1,0,0,North America,dzialowski,1
94,43,effler2004,Dreissena polymorpha,Filter-collector,Abundance,Phytoplankton,River,Observational,92,72,-4.94,0.85,,21,0,0,0,0,0,0,None listed,,Journal of the American Water Resources Association,Conservation,2004,0.615,2004,USA,0,1,0,0,North America,effler,1
93,43,effler2004,Dreissena polymorpha,Filter-collector,Physiochemistry,Nutrients-N,River,Observational,93,73,8.05,1.96,,21,0,0,0,0,0,0,None listed,,Journal of the American Water Resources Association,Conservation,2004,0.615,2004,USA,0,1,0,0,North America,effler,1
92,43,effler2004,Dreissena polymorpha,Filter-collector,Physiochemistry,Nutrients-P,River,Observational,94,73,-1.08,0.22,,21,0,0,0,0,0,0,None listed,,Journal of the American Water Resources Association,Conservation,2004,0.615,2004,USA,0,1,0,0,North America,effler,1
95,43,effler2004,Dreissena polymorpha,Filter-collector,Physiochemistry,Turbidity,River,Observational,95,73,-1.65,0.26,,21,0,0,0,0,0,0,None listed,,Journal of the American Water Resources Association,Conservation,2004,0.615,2004,USA,0,1,0,0,North America,effler,1
567,44,eyre2011,Caulerpa taxifolia,Primary-producer,Physiochemistry,OM,Estuary,Observational,96,74,1.78,1.35,,20,1,0,0,0,0,0,(1) New South Wales Department of Primary Industries and (2) Australian Research Council Discovery Grants (DP0878683) (DP0878568),,Limnology and Oceanography,General,2011,3.416,2011,Australia,0,0,0,0,Australia and New Zealand,eyre,1
568,44,eyre2011,Caulerpa taxifolia,Primary-producer,Physiochemistry,OM,Estuary,Observational,96,74,1.67,1.26,,20,1,0,0,0,0,0,(1) New South Wales Department of Primary Industries and (2) Australian Research Council Discovery Grants (DP0878683) (DP0878568),,Limnology and Oceanography,General,2011,3.416,2011,Australia,0,0,0,0,Australia and New Zealand,eyre,1
637,45,farnsworth1999,Phragmites australis,Primary-producer,Diversity,Macrophytes,Lake,Observational,97,75,-6.38,0.52,,53,0,0,0,1,0,1,"(1) The Nature Conservancy, (2) the Connecticut Department of Environmental Protection (DEP), (3) the Natural Diversity Database of Connecticut (DEP)",Does not explicitly say they funded project,Biological Invasions,Invasions,1999,2.531,2006,USA,0,0,1,0,North America,farnsworth,1
607,46,fickbohm2006,Lythrum salicaria,Primary-producer,Physiochemistry,OM,Lake,Observational,98,76,5.39,2.71,,32,1,0,0,0,0,0,State University of New York Research Foundation,,Applied Soil Ecology,General,2006,1.929,2006,USA,0,0,0,0,North America,fickbohm,1
303,47,figueredo2005,Oreochromis niloticus,Omnivore,Abundance,Phytoplankton,Lake,Manipulative,99,77,7.54,57.81,,124,1,0,0,0,0,0,(1) FAPEMIG (Fundac¸a˜o de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais Ele´tricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0
300,47,figueredo2005,Oreochromis niloticus,Omnivore,Physiochemistry,Nutrients-N,Lake,Manipulative,100,78,2.4,6.78,,124,1,0,0,0,0,0,(1) FAPEMIG (Fundac¸a˜o de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais Ele´tricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0
301,47,figueredo2005,Oreochromis niloticus,Omnivore,Physiochemistry,Nutrients-N,Lake,Manipulative,100,78,8.69,76.59,,124,1,0,0,0,0,0,(1) FAPEMIG (Fundac¸a˜o de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais Ele´tricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0
302,47,figueredo2005,Oreochromis niloticus,Omnivore,Physiochemistry,Nutrients-P,Lake,Manipulative,101,78,4.57,21.85,,124,1,0,0,0,0,0,(1) FAPEMIG (Fundac¸a˜o de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais Ele´tricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0
304,47,figueredo2005,Oreochromis niloticus,Omnivore,Physiochemistry,Turbidity,Lake,Manipulative,102,78,2.12,5.49,,124,1,0,0,0,0,0,(1) FAPEMIG (Fundac¸a˜o de Amparo a` Pesquisa de Minas Gerais) (2) Furnas Centrais Ele´tricas S.A. A CNPq (Conselho Nacional de Pesquisa) fellowship,,Freshwater Biology,Ecosystem,2005,2.797,2005,Brazil,0,0,0,0,Central and South America,figueredo,0
638,48,findlay2003,Phragmites australis,Primary-producer,Abundance,Macrophytes,River,Observational,103,79,2.39,1.9,,51,0,0,1,0,0,0,(1) NOAA (NA57OR0528) (2) NY Sea Grant R/CMB-18),,Wetlands Ecology and Management,Conservation,2003,1.43,2011,USA,0,0,1,0,North America,findlay,1
639,48,findlay2003,Phragmites australis,Primary-producer,Physiochemistry,Nutrients-N,River,Observational,104,80,0.04,0.67,,51,0,0,1,0,0,0,(1) NOAA (NA57OR0528) (2) NY Sea Grant R/CMB-18),,Wetlands Ecology and Management,Conservation,2003,1.43,2011,USA,0,0,1,0,North America,findlay,1
640,48,findlay2003,Phragmites australis,Primary-producer,Physiochemistry,Nutrients-P,River,Observational,105,80,-0.58,0.54,,51,0,0,1,0,0,0,(1) NOAA (NA57OR0528) (2) NY Sea Grant R/CMB-18),,Wetlands Ecology and Management,Conservation,2003,1.43,2011,USA,0,0,1,0,North America,findlay,1
218,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Benthic Invertebrates,Lake,Mesocosm,106,81,-2.89,1.47,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
219,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Benthic Invertebrates,Lake,Mesocosm,106,81,-2.37,1.16,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
216,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Macrophytes,Lake,Mesocosm,107,81,-0.81,0.58,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
217,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Macrophytes,Lake,Mesocosm,107,81,-0.77,0.57,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
214,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Phytoplankton,Lake,Mesocosm,108,81,2.92,1.49,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
215,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Phytoplankton,Lake,Mesocosm,108,81,-1.48,0.75,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
220,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,109,81,1.22,0.67,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
221,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,109,81,0.93,0.6,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
222,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,109,81,2.08,1,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
223,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,109,81,1.23,0.68,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
224,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,109,81,-0.81,0.58,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
225,49,fischer2013,Cyprinus carpio,Omnivore,Abundance,Zooplankton,Lake,Mesocosm,109,81,-0.91,0.6,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
209,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-N,Lake,Mesocosm,110,82,0.8,0.57,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
210,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-N,Lake,Mesocosm,110,82,0.64,0.55,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
211,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-N,Lake,Mesocosm,110,82,4.37,2.73,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
212,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-N,Lake,Mesocosm,110,82,2.12,1.02,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
213,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Nutrients-P,Lake,Mesocosm,111,82,3.34,1.8,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
207,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Turbidity,Lake,Mesocosm,112,82,3.23,1.72,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
208,49,fischer2013,Cyprinus carpio,Omnivore,Physiochemistry,Turbidity,Lake,Mesocosm,112,82,1.7,0.84,,51,0,1,0,0,0,1,"(1) Iowa State University, (2) Iowa Department of Natural Resources, (3) Idaho Cooperative Fish and Wildlife Research Unit","""jointly sponsered by"" Iowa State University, Iowa Department of Natural Resources, and Idaho Cooperative Fish and Wildlife Research Unit",Hydrobiologia,General,2013,2.212,2013,USA,1,0,0,0,North America,fischer,1
375,50,foster2009,Bythotrephes longimanus,Predator,Abundance,Phytoplankton,Lake,Observational,113,83,-0.16,0.54,,36,1,0,0,0,0,0,Natural Sciences and Engineering Research Council Discovery grant,,Limnology and Oceanography,General,2009,3.545,2009,Canada,0,0,0,0,North America,foster,1
376,50,foster2009,Bythotrephes longimanus,Predator,Abundance,Phytoplankton,Lake,Observational,113,83,-0.64,0.42,,36,1,0,0,0,0,0,Natural Sciences and Engineering Research Council Discovery grant,,Limnology and Oceanography,General,2009,3.545,2009,Canada,0,0,0,0,North America,foster,1
374,50,foster2009,Bythotrephes longimanus,Predator,Physiochemistry,Nutrients-P,Lake,Observational,114,84,-1.09,0.67,,36,1,0,0,0,0,0,Natural Sciences and Engineering Research Council Discovery grant,,Limnology and Oceanography,General,2009,3.545,2009,Canada,0,0,0,0,North America,foster,1
373,50,foster2009,Bythotrephes longimanus,Predator,Physiochemistry,Turbidity,Lake,Observational,115,84,-0.03,0.53,,36,1,0,0,0,0,0,Natural Sciences and Engineering Research Council Discovery grant,,Limnology and Oceanography,General,2009,3.545,2009,Canada,0,0,0,0,North America,foster,1
96,51,botts ps1996,Dreissena polymorpha,Filter-collector,Abundance,Benthic Invertebrates,Lake,Observational,116,85,2.74,2.28,,173,1,0,0,0,0,0,(1) Penn State-Erie (2) Pennsylvania Academy of Sciences (3) National Biological Survey,(1) Undergraduate research grant (2) Grant to BAP (3) Provided support (money?) (p.184) ,North American Benthological Society,Ecosystem,1996,1.211,1997,USA,0,1,0,0,North America,botts,1
25,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,4.04,0.92,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
26,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,0.29,0.25,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
27,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,2.19,0.45,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
28,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,0.27,0.25,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
45,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,1.93,0.4,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
46,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,3.6,0.78,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
47,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,1.31,0.32,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
48,52,green2013a,Crassostrea gigas,Filter-collector,Abundance,Benthic Invertebrates,Estuary,Manipulative,117,86,1.19,0.31,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
29,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,2.51,0.51,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
30,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,3.2,0.67,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
31,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,5.62,1.54,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
32,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,1.2,0.31,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
33,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,0.92,0.28,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
34,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,0.48,0.26,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
35,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,2.45,0.49,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
36,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,0.26,0.25,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
37,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,1.43,0.33,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
38,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,1.12,0.3,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
39,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,0.37,0.26,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
40,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,0.29,0.25,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
41,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,2.88,0.59,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
42,52,green2013a,Crassostrea gigas,Filter-collector,Diversity,Benthic Invertebrates,Estuary,Manipulative,118,87,3.35,0.71,,8,0,0,0,1,0,0,"project SIMBIOSYS (2007-B-CD-1-S1) as part of the Science, Technology, Research and Innovation for the Environment (STRIVE) Programme",,Marine Ecology Progress Series,Ecosystem,2013,2.64,2013,Ireland,0,0,0,0,Europe,green,1
